Subject Type: In Vivo
Species: Rat
Strain: Sprague-Dawley
Sex: Female
Organ: Thymus
Test Article: Perfluoro-3-methoxypropanoic acid
CASRN: 377-73-1
DSSTOX: DTXSID70191136
Study Duration: 28d
Article Type: Chemical
Article Route: Oral
Article Vehicle: Feed
Administration Means: Dietary
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder

	A52	A53	A54	A55	A56	A57	A58	A59	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101
ACY3_32489	3.832658	5.1588783	4.084582	3.8629572	4.149966	4.0079575	4.400347	4.1016216	3.9539063	2.941768	2.9262702	3.9421756	3.830318	3.571059	3.8705182	3.9436114	3.1236851	3.09283	3.902558	4.29479	2.4640684	3.6708953	2.9132533	4.4437838	3.232955	3.8004797	3.4617538	3.6097162	3.3825264	3.9548175	4.046638	3.3889556	3.8277605	4.14166	3.7654974	3.5566993	3.3923225	3.1261802	3.8645566	3.8013797	4.1425056	2.778936	3.0551	3.9999905	3.6307955	4.2952714	3.8034377	4.8130264	3.255345	4.9117436
ADAM10_7983	5.189229	5.629235	5.5837317	5.1107235	5.0750036	4.9030194	4.7857313	4.678239	5.8307767	6.4242625	4.705172	4.7478437	5.2983427	5.498887	6.0132523	4.816337	5.39755	5.4571533	5.5173693	6.2944293	5.2149653	5.317489	5.0326495	5.0967793	5.241809	5.267048	5.028344	5.050008	5.1975284	5.2075543	6.014697	5.065557	6.654335	4.720969	5.966152	5.2447395	4.905693	5.049379	6.364527	5.2353206	4.6999784	5.6016717	5.0196676	6.5077844	6.75163	5.572424	6.2778707	5.6077967	5.863253	5.471393
ADCY4_7988	0.9607081	3.403189	0.55541444	0.0	2.5326867	0.7037096	1.953782	1.93046	2.8505895	2.3248434	1.5755196	1.6579639	2.3124866	1.604508	2.2585654	1.7645935	1.5504222	1.3255799	1.3038975	3.0791085	2.0042508	3.0592349	1.2630109	2.1571875	0.0	2.4664195	1.0387852	0.80502665	1.8851818	1.5321549	3.7463715	2.3394096	2.779556	0.8422905	3.072373	0.0	1.2779881	0.6732921	2.523106	0.78157586	2.1151083	0.72377306	1.3000005	4.060195	3.454693	0.77962667	2.5143669	1.8407383	1.5718415	2.6171775
ADH5_7991	8.432293	8.542263	8.325491	8.239973	8.551298	8.680449	8.571196	8.706822	8.40625	8.770716	8.666499	8.495868	8.54153	8.671801	8.506279	8.6718025	8.40061	8.781677	8.507123	8.587674	8.548681	8.490636	8.2736	8.409915	8.614755	8.41426	8.533724	8.537608	8.544751	8.545962	8.62416	8.528233	8.718299	8.646087	8.505514	8.633283	8.486539	8.602697	8.523432	8.620506	8.461683	8.512487	8.574387	8.73393	8.340366	8.503534	8.830548	8.574365	8.859899	8.740847
ADHFE1_7993	2.3945668	3.4826076	1.7432796	1.1956536	2.3186743	2.592038	1.2850729	3.1263714	2.3623204	2.941768	2.7952027	1.9539274	2.3124866	2.1380064	2.010108	1.3776911	2.075549	1.7046524	2.9279482	1.3162525	3.0924625	2.926336	0.5525282	2.1571875	2.0811713	1.1974528	1.6364478	1.3186675	2.5146248	2.4369814	2.2873013	1.2349008	2.779556	3.0243285	0.8000453	1.3437897	2.5235665	2.5254831	1.2367215	1.285707	0.0	2.4752064	2.2190056	2.3479152	2.397873	2.7513552	2.5143669	3.3272223	2.3061686	3.8200786
ADI1_7994	5.9876275	6.5047326	5.5837317	5.7524786	6.364051	6.0111694	6.0211244	6.265244	6.4131203	5.918466	6.3610234	6.0684214	6.010739	6.1373253	6.3970056	6.3806577	6.3119235	5.845179	6.0524216	6.209824	6.702578	6.0505934	6.031179	6.381259	6.376434	5.993837	6.323501	6.35218	6.446386	6.2727275	5.572194	6.211347	5.369172	6.192853	5.966152	5.855799	5.971549	6.079107	6.0320926	6.2299294	5.828194	5.989674	5.9972577	5.565698	7.2263856	6.2390814	5.9049263	5.8039002	5.796543	5.9421535
ADIPOQ_32429	5.8285713	4.0502024	5.0207057	6.396371	4.083634	4.217482	6.2009606	3.8435712	4.803371	7.5401945	8.241674	3.7241788	4.131818	7.565635	3.7128704	5.659758	3.792875	2.959494	6.003711	4.1808734	7.4994893	4.035988	5.502461	5.262012	7.96478	4.6396294	4.746053	2.6392894	5.667861	5.455797	6.4328136	2.5204928	3.9004054	7.677888	4.8289747	2.0272756	7.216509	6.786939	5.334214	2.9013145	3.5643456	5.5624313	4.9186625	5.722953	5.4729514	6.5789785	4.5836487	4.939801	4.7358966	7.653088
ADK_32788	4.730594	5.611677	4.819477	4.3010054	4.7294393	4.8090825	5.0588026	5.230855	5.3589244	5.6182785	4.668192	4.3505945	4.8465786	4.818251	5.1628313	4.774819	5.1325564	5.244325	4.328861	5.6911507	4.605345	4.923207	4.035586	5.262012	5.1659226	4.67658	4.801659	4.9136047	4.8721857	4.6419826	5.4997883	4.775904	5.689237	4.996519	5.5068226	5.2737103	4.656788	4.996606	5.381931	4.585458	4.7896147	4.7580805	5.0518236	5.8305774	6.3347015	4.5371275	4.842558	5.645492	4.9657936	5.4146256
ADM_33168	2.633305	4.289844	3.3773756	2.6233854	3.9410546	3.2930205	3.8003814	3.1263714	3.4147565	3.9730372	2.9262702	3.4672759	3.9585717	4.17054	3.6270773	2.8863719	3.2263734	3.2148783	4.161317	3.4176767	2.9591317	4.851707	2.9132533	3.891592	3.232955	3.7319183	3.2381716	3.204604	3.0718458	3.4713957	2.9975739	2.957591	3.0588381	3.5969973	3.6846497	4.5893188	3.0223727	1.7565243	3.0809016	3.3711543	4.072798	4.4057446	4.031575	3.3021104	4.285731	3.2630703	3.975409	3.9260592	3.255345	4.309621
ADO_7995	2.5188687	2.3760116	2.5099256	1.8403511	2.3186743	2.9846914	1.2850729	2.3834002	1.251359	3.462744	2.4908266	2.1993887	2.1064	2.8324366	2.818901	2.3208613	2.075549	1.7046524	2.434788	3.3134062	2.2524018	2.6169958	1.2630109	3.6741796	2.6253664	1.8426522	2.3834937	1.6966769	1.8851818	1.5321549	3.131399	3.078112	3.8277605	2.525409	2.2344337	2.2766244	2.1127045	1.4772232	3.1921537	2.9013145	2.5845628	2.2954214	2.6130633	3.8026538	3.454693	1.9511201	2.7848883	2.898176	3.6822402	3.340527
ADRB2_7997	3.969667	4.864907	4.4680347	4.47852	4.7294393	4.742878	4.4486156	4.8982377	5.33445	5.018481	5.296027	4.448803	4.3345466	5.4093475	4.699442	5.3841295	4.5549164	4.2536893	4.478957	5.0782704	4.959679	5.369612	4.364534	4.6165357	4.6388354	5.531913	4.774124	4.454241	4.210308	4.6779747	5.572194	3.9900625	4.814148	4.26578	4.7517023	5.1541643	4.629362	4.3663473	5.0391674	4.6693816	4.6529818	4.056227	4.564713	5.795587	5.4958863	4.623554	4.5477567	4.939801	4.7358966	5.994739
ADSL_32625	5.875833	6.632109	6.1298976	5.8363314	6.232478	5.8632083	6.1287327	5.9740443	6.568102	8.18188	5.6772504	5.922228	6.1912894	6.1920466	6.2031026	5.811188	6.1645255	5.845179	6.084005	7.2218127	5.825744	6.339045	5.502461	6.682813	5.337154	5.9791226	5.8696265	5.5871315	5.8303666	5.3703876	7.391468	6.0438538	8.267972	6.2837505	6.7807026	5.93047	6.003945	5.6542277	7.470546	5.88849	6.263187	6.0476594	5.840417	8.166723	7.953982	5.9688983	6.7262135	6.220815	6.4776797	6.8823366
AEBP1_33321	2.3945668	1.7633501	2.1000137	2.4638057	2.5326867	2.2546313	1.953782	1.2665668	2.8505895	2.8104782	2.310589	2.4090967	0.0	2.9640415	2.010108	2.8863719	1.8367474	2.648966	3.902558	3.4176767	2.6486163	3.6708953	2.0930786	3.3215177	3.4187996	3.5841718	2.7654781	1.995923	3.3825264	1.5321549	2.9975739	2.957591	0.7935224	2.7115524	3.072373	1.3437897	2.5235665	1.9904245	2.3419492	2.7553277	1.4147377	2.2954214	2.9222558	1.8981129	2.1885738	2.5889978	2.9032347	3.231322	2.4862745	3.49454
AEN_7998	3.4509845	5.4432316	4.002424	3.5812464	4.5445423	4.265432	3.6433425	4.1595163	4.5292273	4.861499	3.6873484	4.131515	3.5335252	3.1959274	4.2606835	4.086208	4.093834	4.1955733	2.7815273	4.4003663	4.0053115	4.2175975	3.8612561	4.138334	3.503453	4.3040357	3.5936189	4.242776	4.3597646	4.0123363	4.6475916	3.4792807	5.0874014	4.5361176	4.1736536	4.282296	3.9307425	3.549021	4.742861	3.9429977	4.3918605	4.165018	3.9655902	5.2921023	5.584145	3.7206805	4.394531	4.2535	4.327025	4.3903465
AGL_8002	2.5188687	5.5015926	3.089744	2.6233854	3.6050746	2.8652997	2.9003832	3.6948812	5.033647	5.132822	3.0464158	2.4090967	3.3585696	3.0846384	3.2214658	3.034453	3.0131235	2.0045633	1.9774263	4.8363485	2.2524018	4.3788805	1.9259697	3.6741796	3.01958	1.8426522	1.6364478	1.6966769	2.3337076	2.5959332	6.031915	1.8903701	5.3170495	1.3706044	4.2317195	0.0	2.8429837	2.9149063	3.8645566	1.285707	4.3918605	2.4752064	2.7759268	5.2409983	4.1764045	0.0	3.6081572	4.7795124	3.4415095	4.3903465
AGMAT_33108	1.9406534	4.1508837	2.6242175	1.5537186	2.7190146	3.2930205	3.2662861	1.2665668	3.1032639	3.0621002	2.4908266	1.9539274	3.448698	1.8957785	1.7097727	3.1687396	1.8367474	2.648966	3.0608685	3.4176767	3.3270276	1.6783384	1.2630109	1.9139352	2.0811713	2.081803	1.0387852	1.6966769	1.2308161	1.1772481	2.6857135	2.3394096	2.222343	2.7115524	2.9393022	2.2766244	2.3991756	2.5254831	3.1921537	2.7553277	2.1151083	1.8503922	2.2190056	3.3985403	3.1422179	2.1964285	3.012605	3.8634574	2.6463711	3.877217
AGMO_33265	3.0173852	3.5578816	1.5252485	2.4638057	2.3186743	0.0	1.2850729	1.93046	3.670792	2.1182804	1.2143023	0.7812081	1.8658886	2.3453512	1.7097727	2.0693734	1.5504222	0.80996424	2.6185498	2.94595	1.3253298	1.3027933	1.7369374	3.1065123	0.0	2.081803	1.0387852	1.3186675	1.5947855	1.5321549	2.9975739	2.1322904	1.9757054	0.8422905	2.9393022	1.7256354	1.9448626	2.368197	1.601666	1.9545798	3.2219641	0.0	1.3000005	2.8351803	1.6485243	0.77962667	4.0796304	3.6574912	3.0415485	3.340527
AGRN_33146	3.3871763	4.60584	3.671267	3.6569965	2.8840072	2.433176	3.370183	3.8435712	5.2321763	4.568274	3.4465394	3.9421756	2.9283342	3.8685026	4.012624	3.2915843	4.342717	3.4317813	3.9717271	4.1808734	3.6199133	4.655724	3.715124	4.138334	3.7997117	3.1309414	3.1552193	3.6954203	2.5146248	3.5511868	5.4748225	3.4792807	4.990894	4.0058484	4.6700554	4.443959	3.6322734	2.9149063	4.778953	3.9429977	2.9381824	3.7418354	3.2889104	4.9855733	4.285731	3.7970502	4.61867	3.7294636	4.229246	4.429076
AGXT2_32707	2.1083329	4.80437	3.089744	2.6233854	0.84619015	1.8134216	3.370183	2.727601	2.3623204	3.5476518	0.73130727	3.0331047	2.4927802	1.239162	2.010108	2.7213345	2.4597113	0.80996424	1.3038975	3.991122	0.80978554	3.1809173	1.9259697	2.708565	0.7192284	0.71955323	2.0577936	1.3186675	1.5947855	0.70551354	4.893484	1.2349008	2.779556	0.8422905	2.9393022	0.82300407	2.3991756	1.9904245	2.6840322	1.6585646	3.0870397	1.8503922	2.7759268	2.9668243	3.1422179	1.2829577	3.6081572	4.3015156	2.790463	3.6985297
AHNAK_32407	8.093027	8.985595	8.471966	8.391807	8.669074	8.292127	8.701399	8.572088	9.418748	9.662445	8.929333	8.635357	8.703607	9.6868	9.357182	8.378049	9.234132	8.992622	9.190252	9.416806	8.613905	9.220685	8.06569	9.15105	9.059485	9.370467	7.6760836	8.342199	8.666921	8.128151	9.7835	8.401133	9.216682	8.551694	9.119267	8.828963	8.202374	8.020691	9.416548	8.969902	7.9273005	9.458021	9.038815	9.738006	8.979826	9.014061	9.406335	9.17508	9.653313	9.642562
AHR_32572	9.797688	9.651902	9.397446	9.151813	9.703641	9.645101	9.967389	9.567521	9.888941	9.894917	9.820299	9.442646	9.274381	9.663995	9.907128	9.241366	9.631518	9.661604	9.930217	10.399926	9.520371	9.564664	9.474207	9.687526	9.854646	8.552374	9.308852	9.427112	8.96402	9.625776	9.9726	9.673442	10.330032	9.939301	10.063053	9.816343	9.08727	9.385553	10.1022215	9.6487055	9.21465	9.743261	9.408335	9.846691	10.338611	9.656912	8.502867	9.14743	9.822122	9.195853
AHSG_8003	3.3204148	5.593903	4.437094	3.5812464	3.782823	5.531864	1.953782	1.93046	5.3829904	1.5873922	0.73130727	0.7812081	2.653025	1.8957785	1.7097727	2.3208613	3.4967375	2.2527306	3.294797	2.4516866	0.0	1.3027933	3.7654974	2.708565	2.286233	2.2868905	0.0	0.0	0.74286735	0.70551354	2.0374303	2.1322904	1.6780286	3.2812293	0.0	3.2418315	3.1043415	4.6992035	4.5050006	0.0	3.3453424	4.573032	2.2190056	0.75001764	6.5139184	2.5889978	3.1142647	3.9260592	4.7358966	2.972199
AIF1_32886	8.117812	8.210262	7.6714573	7.589742	8.25239	8.004927	8.3251705	7.915318	8.409183	7.498145	8.587001	8.153982	8.048929	8.742251	8.01763	8.402108	7.7446938	8.477739	8.343867	8.157979	8.161728	8.484739	7.8107457	7.7285132	7.957296	8.749501	7.8542924	8.127723	7.9785104	8.095256	8.268699	7.8651223	7.2623453	8.4925785	8.313856	8.350158	8.281588	7.834018	7.9536467	8.037375	8.150962	8.1047535	8.204181	7.50526	7.5060034	8.366143	8.30744	8.300812	8.291706	9.87423
AIMP2_8006	7.5464396	7.397802	7.361221	6.9866652	7.7252316	7.4262896	7.26711	7.7555566	7.652451	7.285936	7.4750705	7.2939734	7.498688	7.491217	7.724204	7.2255692	7.388357	7.631759	7.7463946	7.762061	7.2724147	7.1776385	7.335648	7.4883137	7.3901324	7.4772573	7.523211	7.6793365	7.404074	7.3270893	7.790933	7.6917787	7.683634	7.461313	7.592153	7.3306465	7.1885943	7.3932867	7.508661	7.274892	7.1045594	7.2616243	7.1947355	7.6975894	7.6509824	7.4642453	7.872316	7.7328014	8.058943	7.7708435
AK2_33292	6.8634963	7.1158676	6.870228	6.293318	7.00719	6.7018914	6.9691925	7.131162	7.1826777	7.508773	6.888809	6.7936506	6.8668513	7.147953	7.0273786	6.9458756	6.8104515	6.744117	7.3962646	7.070083	6.8698025	6.665246	6.601855	6.7116785	6.9366927	7.0332146	6.796947	6.792272	6.893147	6.54049	7.696909	6.7898045	7.5203595	7.1020055	6.84722	6.6245966	6.8808136	7.02294	7.0508556	6.9867105	6.8154416	6.955739	6.846225	7.771479	7.1633162	6.7898993	6.8639383	7.0517917	6.907227	6.983382
AKAP8_8008	8.018647	7.9241023	7.7863903	7.6832895	8.178837	7.898715	7.7869387	7.7175164	8.508241	9.848606	7.9106836	7.7050557	7.8810344	7.945975	7.809441	7.925857	8.116313	7.9933214	7.8738317	8.758735	7.9929066	8.001513	7.5874248	8.300162	7.807187	7.816313	7.687198	7.9945827	8.107413	7.813187	9.158784	8.016088	9.967547	8.071453	8.4144335	8.161539	7.515114	7.6325808	9.122092	7.993276	7.9420366	8.155082	7.9549346	9.98706	9.43329	7.904825	8.03671	7.898074	8.520778	8.108701
AKAP8L_8009	7.791031	8.578866	7.532002	7.646595	8.229565	7.7123494	8.044179	7.59698	8.806202	9.591728	8.053748	7.89994	7.8606577	8.049625	7.779929	7.6611633	8.132932	8.010278	7.922687	9.203649	7.8162117	8.309029	7.420622	8.470283	7.8959846	7.7398148	7.6075335	7.6257663	7.9823575	7.742714	8.835036	7.6964936	9.798463	8.02829	8.787863	7.7571836	7.8271894	7.910896	9.318799	7.7059307	8.325952	8.02039	7.5781665	9.635378	9.631418	7.95569	8.241564	8.381213	8.125002	8.280033
AKR1B8_8013	1.5323318	3.6975822	2.1000137	4.2033234	3.782823	2.2546313	2.9003832	3.529087	3.3182101	3.1731637	3.260305	3.4672759	2.1064	3.6513636	3.4384794	3.034453	3.792875	2.959494	3.3989213	3.2010086	2.2524018	2.926336	2.2428248	3.418088	3.4187996	3.5841718	3.6552906	3.3170345	3.7862277	2.988771	3.3667293	3.078112	3.180516	3.3943403	3.5990007	1.7256354	3.3255353	2.7964063	3.9302218	3.155277	3.3453424	2.9097645	3.1767366	3.0874538	3.9951131	3.3669412	1.9803609	3.5817387	3.0415485	2.972199
AKR7A2_8014	4.3165293	5.557685	4.3062353	4.3010054	4.388443	4.841079	4.9952264	5.0589795	5.093211	5.473881	5.0012035	5.149395	4.5534744	5.288993	4.9672256	4.732071	4.903782	4.9247437	5.292513	5.3916326	4.733372	4.8879	4.7619557	5.523116	4.6388354	4.67658	4.9319625	4.6812735	4.904987	4.3162727	5.2868047	4.91186	5.8987913	5.479269	5.133118	4.8423295	5.175929	4.9418287	5.2848644	5.3668265	5.0292826	5.695344	4.8471704	5.523552	6.2960224	4.8555303	6.255793	5.6822276	5.5756307	5.184986
AKT1_8016	7.6072145	7.8361216	7.9460053	7.623178	8.037059	7.6639752	8.113186	7.8107996	8.30597	9.297492	7.7650495	7.996465	7.60541	7.7592707	8.20324	7.689369	8.112967	7.6908	8.266835	8.639808	8.026623	7.9765205	7.7619543	8.006034	7.949773	7.8038416	7.712805	8.019722	7.870553	7.8609385	8.646689	8.296321	9.296242	8.054342	8.353625	7.841838	7.410245	7.482345	8.603605	7.8789487	7.917392	7.9800096	7.600078	9.108276	9.256555	7.7833657	8.109302	7.8863144	8.229847	7.840739
AKT2_32310	3.4509845	3.032906	3.089744	1.8403511	4.2133813	3.38271	2.5919912	3.3417356	3.5052454	3.462744	3.4465394	2.4090967	3.2624335	2.5266066	3.6270773	2.8863719	3.5766625	3.3274024	3.0608685	3.5149162	2.9591317	3.0592349	2.722432	3.2180166	3.1302085	3.3296127	3.2381716	2.4549835	3.2862132	3.698638	3.5690024	3.720592	4.2729588	3.8559105	3.914752	3.1194987	2.1127045	2.9149063	4.1109886	3.6443317	2.77218	2.9097645	2.6130633	4.060195	3.1422179	3.5546255	2.3573506	2.6238353	3.255345	2.972199
ALAD_8017	2.2585368	2.8047018	2.3857944	1.1956536	2.3186743	2.735129	2.5919912	1.2665668	2.3623204	3.462744	0.0	2.1993887	2.1064	2.5266066	1.3300202	1.3776911	3.1236851	2.0045633	0.7944989	2.635904	1.3253298	2.6169958	1.7369374	2.708565	1.5552782	2.4664195	2.0577936	2.6392894	2.1268055	1.5321549	2.6857135	2.3394096	3.180516	0.8422905	1.9871837	2.4891615	2.2630389	1.9904245	1.601666	2.592888	2.1151083	2.4752064	2.6130633	3.573982	2.7427983	2.1964285	2.5143669	2.2847803	1.5718415	2.1452396
ALAS1_8018	5.4456577	4.7085176	4.557064	4.939282	5.4356484	4.8090825	5.1492043	5.6497855	5.3589244	5.105075	5.2467117	5.058993	5.0035057	4.7830358	5.414024	4.54716	5.1325564	4.7337728	5.446241	5.3657966	5.24392	5.317489	5.188467	5.0967793	4.56197	4.815587	4.855201	4.9136047	4.838621	5.0239763	4.966942	5.2817817	5.807293	5.165404	5.2501197	5.0904593	5.320129	4.4472337	4.9469986	5.3668265	4.9144197	4.8586926	5.0518236	5.881521	5.449646	5.311106	5.8762712	5.111245	5.614879	5.9421535
ALAS2_8019	2.7393274	2.8047018	1.2682979	1.1956536	2.0672905	2.592038	0.7811262	1.2665668	2.8505895	0.0	1.8641647	1.2851884	2.4927802	1.239162	2.2585654	0.84740436	1.8367474	2.648966	1.3038975	2.7992399	2.9591317	1.3027933	2.2428248	2.1571875	2.4657419	0.71955323	1.0387852	3.925656	1.8851818	0.70551354	2.500217	1.2349008	2.779556	1.756461	1.9871837	2.9858232	3.5759225	0.6732921	0.0	1.9545798	1.4147377	1.2035087	1.3000005	1.2410022	3.7113912	1.9511201	1.9803609	2.898176	1.8601493	1.946
ALB_8020	6.3306704	8.720743	7.0649495	6.461198	6.4846206	8.53887	2.1992354	3.0052953	7.6020813	2.6660335	3.5313544	4.0080886	6.527475	4.746939	2.818901	4.6425757	6.7599893	4.4652367	5.026022	4.7982225	3.0924625	4.523933	6.344552	5.5659003	5.1659226	3.9285393	2.3834937	1.3186675	3.1830075	2.258323	2.850054	4.7398148	2.432908	6.7124467	2.4454446	6.6245966	6.5991745	7.679373	7.9536467	4.190313	4.7896147	7.5544295	5.487637	3.8026538	9.844086	5.48278	6.5193887	7.505695	7.5678415	6.3275924
ALDH1A1_8022	5.649781	5.941813	5.2156196	6.4925504	4.854053	5.7156835	4.4486156	5.309678	7.1895165	5.4298234	4.182987	3.8005633	5.0035057	4.9190154	5.335055	4.4969764	5.0786734	4.7740426	5.396796	4.979512	6.4149895	6.7756104	5.2068124	4.876549	5.4047422	5.871691	3.825909	5.420953	4.8042574	4.9075327	4.9306808	4.3665285	4.098675	4.324052	5.4344907	6.0525093	4.1395564	5.075059	5.334214	5.779406	5.1356707	5.9597836	5.9468484	4.173554	5.975417	5.284825	5.5350304	6.117305	5.726598	5.561307
ALDH3A2_8024	4.3165293	4.6408844	4.819477	4.0431547	4.3324165	4.9912124	4.4486156	4.638075	5.309553	5.6947346	4.4238753	4.8591847	4.3810706	4.7830358	4.1419787	4.6880174	5.234637	4.005702	4.5257087	5.140543	4.691946	5.290704	3.9510527	4.6566744	4.438402	4.601708	4.0718875	4.594699	4.8721857	4.7808585	5.4235563	4.5444393	5.8445916	4.8052106	4.1131525	4.803124	4.452864	4.4860373	5.6391873	4.541591	4.7454925	4.890729	4.9531226	5.586318	5.687379	5.0860868	4.5477567	4.877806	5.164042	4.608513
ALDH4A1_8025	0.9607081	3.13476	1.7432796	0.7183006	2.0672905	1.5291022	1.953782	0.7680291	2.9824512	2.5055013	1.2143023	0.0	1.577099	2.5266066	3.4384794	2.3208613	3.2263734	2.812569	2.224156	3.6060135	2.9591317	0.79371315	1.9259697	3.2180166	2.286233	2.4664195	1.3683467	1.995923	1.2308161	1.8167635	2.6857135	1.2349008	2.779556	1.756461	1.6886134	2.8384852	1.2779881	2.1916406	2.6840322	2.9013145	2.3688471	3.2432795	2.429447	2.9668243	2.5806196	3.3669412	1.123247	3.501787	1.2111531	2.4763496
ALDH6A1_8027	4.8057337	6.2897253	5.1018577	4.8452616	5.461998	4.9912124	4.9952264	5.257611	5.583227	6.3786387	5.0877657	4.8230176	5.5833807	5.9275885	5.7136436	4.6880174	5.7816954	5.300547	5.26522	6.5566826	5.505386	5.985275	4.990916	5.780912	4.9715967	5.4910097	4.9566684	5.289321	5.2237673	5.2075543	5.8690085	5.2564607	6.325468	5.529664	6.016572	5.30211	4.483821	5.10029	6.364527	5.262598	5.3570843	6.1960564	5.510957	6.5712256	6.3473673	5.866288	5.2071195	5.56909	5.33831	5.6294093
ALDH7A1_8028	5.9876275	6.9086213	5.7313075	5.5084844	6.104515	5.6266994	6.1138425	6.2251377	6.470401	7.080432	5.9167833	6.0684214	6.242585	6.7704167	6.3575926	6.3242135	6.0847654	6.23962	6.7082005	6.882392	6.2676864	6.3520584	5.7601814	6.5717387	6.442248	6.6051702	5.77556	5.3434234	5.8971043	5.787703	7.029447	6.1160197	6.9984336	5.9918313	6.340648	6.085562	5.809934	5.830421	6.6146894	5.88849	5.469851	6.221471	6.3080206	7.283289	7.0746913	6.1251945	7.035729	6.7395678	6.466995	7.2060046
ALDOA_32991	8.792397	8.874042	8.911066	8.513973	8.826931	8.411473	8.759954	8.733275	9.265362	10.063886	8.309287	8.656063	8.721797	9.446327	8.952279	8.452353	8.845831	8.393003	8.981808	8.9813595	8.81783	9.051505	8.642132	8.82536	8.746507	8.92098	8.411715	8.70452	8.547351	8.408114	9.959162	8.739444	9.848664	8.551694	9.009442	8.756413	8.527971	8.34481	9.364053	8.831031	8.76218	8.647524	8.673301	10.201891	10.166147	8.268933	9.070782	8.740335	8.760585	8.752346
ALDOA_8031	9.265847	9.132875	9.260558	8.858865	9.434314	8.912727	9.153073	9.243729	9.969625	10.902746	8.964074	9.185675	9.143871	9.574145	9.570429	8.999232	9.644326	8.90467	9.654608	9.914608	9.420871	9.694222	8.843148	9.566331	9.059485	9.369057	8.829598	9.111565	9.02684	8.924894	10.34915	9.286226	10.8969755	9.189275	9.782592	9.519516	8.798072	8.6246	10.146063	9.55804	9.076782	9.817013	9.221305	10.968297	10.493355	9.180115	9.878568	9.545309	9.700827	9.29616
ALDOB_8033	5.397889	8.439027	4.5855603	3.8629572	3.289129	5.81569	4.8228283	6.8788276	4.7672553	1.2244753	2.4908266	2.7545786	2.9283342	2.8324366	4.740876	4.086208	4.774175	3.4317813	3.0608685	6.024096	2.6486163	2.779941	4.3968515	3.3215177	3.7997117	2.6260598	0.0	1.6966769	3.7140229	1.8167635	2.2873013	2.5204928	1.3025253	3.4992244	4.972113	2.8384852	3.3255353	4.5238247	5.334214	2.2000766	3.0870397	4.165018	4.8100505	2.9668243	7.2868133	2.406025	5.1603484	4.9992423	5.164042	4.7979803
ALDOC_8034	1.5323318	3.2298946	2.8287694	2.6233854	3.0320523	2.735129	3.1543224	3.1263714	2.1543367	2.6660335	2.9262702	3.1544962	2.653025	2.8324366	2.818901	1.3776911	2.2803793	3.09283	2.6185498	2.635904	2.812212	2.6169958	1.9259697	2.1571875	2.4657419	2.081803	2.3834937	1.3186675	2.1268055	2.0543709	2.0374303	1.5995451	1.3025253	2.3116403	2.4454446	2.4891615	2.744166	3.4737911	3.0809016	2.7553277	2.5845628	3.4292722	2.9222558	2.690307	2.8885746	2.406025	1.4686097	2.2847803	2.6463711	2.320273
AMACR_8038	6.8925123	7.5983195	6.678517	6.429148	6.856433	6.850763	7.072918	7.1948447	7.1549926	7.3930736	6.823039	6.985838	6.6465173	6.6679688	7.002041	6.574598	6.369156	6.842078	7.088983	7.3125157	6.6815667	6.9048686	6.843776	7.042259	6.9593477	6.3546286	6.3975506	6.659951	6.8089933	6.470387	7.136798	6.3007636	7.234515	6.896529	7.0301404	6.297882	6.6340904	6.2123566	7.3071404	7.034968	6.9768043	6.8374414	7.0746713	7.5791345	7.7110186	6.808468	6.7967186	6.1569967	7.1603193	6.875342
AMDHD2_8039	3.3204148	2.8047018	3.3106635	3.230842	4.2133813	3.828066	3.6433425	3.1263714	4.0167828	4.349239	4.3322883	3.7241788	3.1594307	3.3956518	3.2214658	3.6992087	3.7243426	4.005702	4.037731	4.1808734	3.863256	3.9699893	2.5024672	3.5085979	3.9277663	3.8659298	3.7712479	4.242776	4.4951806	3.2972136	3.977225	3.3889556	4.217171	4.3800616	4.3412776	3.8917637	3.5759225	3.0244071	4.321404	2.9013145	4.448003	4.360706	3.9655902	4.4683366	4.1184688	3.0297825	2.7848883	3.6574912	3.6822402	4.8272734
AMPD1_32743	4.1725492	4.675097	2.5099256	2.079366	3.0320523	2.0508277	2.7544117	3.1263714	3.4147565	4.4846067	2.7952027	3.37036	3.6136408	3.299243	3.3340492	2.0693734	2.8933806	2.0045633	1.3038975	3.7725787	1.3253298	4.1595645	3.0817585	2.708565	1.1969863	2.081803	2.0577936	2.2436357	2.3337076	2.8693285	5.0368395	2.1322904	3.7512624	0.0	2.2344337	1.7256354	2.2630389	3.3944216	2.1347334	2.592888	3.5643456	2.6350496	1.9725381	4.595841	3.2540667	0.77962667	3.7412355	3.986057	3.6822402	4.085515
