Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: In Vivo
Test Article: Perfluoro 3 Methoxypropanoic Acid
Species: Rat
Strain: Sprague-Dawley
Sex: Male
Organ: Liver
Chip File Creation Date: 10/31/24
Log Transformation: BASE2
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/04/2025 07:38.05

Something	A36	A38	A20	A18	A33	A45	A44	A16	A15	A46	A41	A37	A30	A29	A8	A26	A40	A35	A1	A3	A12	A17	A42	A24	A4	A7	A11	A51	A32	A22	A2	A14	A39	A5	A6	A9	A31	A48	A21	A49	A47	A34	A13	A27	A28	A50	A25	A10	A23	A43	A19
DHRS7_8469	6.6945	5.4332905	5.7123384	6.7330275	5.981077	6.9331875	6.0688534	6.455986	5.7725854	5.6943684	6.3680444	5.478198	6.679567	6.3026333	6.4833837	5.36689	5.9272966	6.5238214	7.4128213	5.829861	6.6020303	5.8086314	7.2776666	5.760267	7.3892717	6.8057375	6.4487824	6.94141	6.034639	6.633981	6.253342	5.5100503	5.9135237	6.0902305	7.057233	5.6428175	5.819082	6.772258	5.5613966	6.444111	6.5834355	6.25122	5.636843	7.1565514	5.8415227	6.1722903	6.188703	6.8819566	5.7977653	7.2435713	5.893527
DLD_8474	7.036295	6.548588	5.750088	6.4212384	5.981077	6.6943245	5.79428	6.301465	6.841574	6.044405	6.091113	6.9168854	7.105749	5.9690404	6.9208302	5.900657	6.192713	6.126754	7.0322866	6.8450727	6.704099	6.0856304	7.1610975	6.9720078	7.029158	6.8141236	6.7019353	7.6403794	5.5428467	7.264165	6.3263965	5.756515	5.8084483	6.1791444	6.856474	5.628318	6.376367	6.7466564	6.515567	6.5973086	6.9137516	6.669093	6.103371	6.8837314	5.9444575	6.455774	6.8335695	6.2253675	6.1244993	6.842258	6.5530477
DLG3_32844	5.998377	5.1810994	4.7395954	5.2610955	4.8604927	5.4050965	4.7723575	4.884291	5.2902575	4.952388	4.6376967	5.635252	5.758662	4.6891985	5.7850356	4.4175134	4.413313	5.1472535	5.8546762	5.6723776	5.0464687	4.9714136	5.369748	5.660333	5.9903183	5.976347	5.506693	5.605918	4.6247005	5.629458	4.741772	4.3292627	4.8339643	5.5158167	5.706284	4.0864654	4.968852	5.4147105	5.782265	5.146825	5.396525	5.5499954	4.851072	5.6670794	4.789545	5.544492	5.021266	5.3124347	4.704046	5.4535427	5.3132257
DMGDH_8476	7.6059856	6.499205	5.3439584	6.4870763	6.64838	7.7511683	5.678316	6.3122973	6.7498946	5.4312468	5.51195	7.9109035	8.232382	6.2632527	7.934466	5.5961013	5.5696816	5.979857	8.183506	7.286713	7.401488	6.3685102	7.4112654	7.416863	7.866723	8.078737	7.311829	7.7829185	5.1815076	7.5480394	6.806678	5.417558	5.8443303	6.135372	6.948266	5.2843695	6.1090956	7.0131874	6.707524	6.2833586	6.128449	7.2056985	5.690897	7.2636786	5.5182624	5.733268	6.9654803	7.0183473	5.7640386	7.1982803	6.4653635
DNAJA3_8477	7.8886223	7.2793756	6.708136	7.1332927	7.2101917	7.7705483	6.4883804	6.9478674	7.3647833	6.636862	6.6136265	7.5943055	7.854736	6.855245	7.791311	6.3659706	6.869976	7.097082	7.8471513	7.3851795	7.615693	6.789528	7.5887356	7.4521565	7.7729735	7.6195664	7.777813	7.87759	6.7910833	7.912264	7.1157584	6.471308	6.720272	6.5452695	7.2791486	6.5988636	6.889582	7.490287	7.197984	7.611166	7.2795467	7.2867484	6.6129694	7.6126266	6.733547	7.600866	7.386887	7.414208	6.577067	7.3656507	7.173412
DNAJB1_8478	3.0961545	2.8678937	2.9909706	3.6250265	3.335922	3.9605298	2.951459	3.688074	3.0110276	3.6054895	2.7783492	3.0088224	3.6939778	3.2482674	2.9264696	2.5203478	3.6114979	3.3539796	2.8044732	3.400333	3.2548962	3.180722	3.7053368	3.415899	2.884577	2.7802737	3.2292056	3.410996	2.406994	3.6778624	3.3096738	3.3501055	2.8779507	3.2723231	4.0201387	3.0865276	3.4077	3.8538375	3.1395056	3.7059622	2.7428484	3.6083453	2.6006784	3.8009534	2.93812	3.142335	3.011828	3.3925493	1.8362379	2.9431233	3.1696014
DNAJB2_8480	4.2667212	3.7655318	2.713711	4.1969485	3.8724551	5.1684685	3.2588525	3.688074	3.7009227	3.4125795	3.0379322	4.0338454	4.4915595	3.2482674	4.5102134	2.9320772	2.6654315	2.5655518	4.456222	4.5724864	4.1772795	3.7375457	4.0049734	4.010254	4.5840974	4.217966	4.671753	4.5926595	3.1287267	4.3225136	3.8453023	2.8811386	3.534197	3.8792007	3.7502577	2.8064463	3.0694053	3.7884288	3.3383183	4.0437536	3.6308496	4.4100404	2.7439313	4.30452	2.3897877	4.1670337	4.1971946	3.8959892	2.6186037	3.7774107	3.9786994
DNAJB6_8481	2.98588	2.594546	2.3701787	1.2227256	2.011671	2.9986892	1.7862632	1.4768263	2.5711837	1.3353969	0.92724514	2.455695	1.9947519	2.5752249	1.8643311	2.3960178	1.3803144	0.0	2.675235	2.9293032	2.1892972	1.9438806	1.769281	2.6873035	2.6106799	3.0310833	1.8390311	3.474912	0.8958736	2.0966876	1.9897953	2.3909085	1.9345882	1.6624343	2.157111	0.9994701	0.0	0.71446705	2.4743395	2.1514747	2.0577211	2.5356345	1.5358759	2.9009168	1.4944088	1.2047167	2.279205	1.2997124	1.5499562	2.8118143	2.9574547
DNAJC15_8483	7.2422023	8.37395	8.643621	8.507054	8.496287	7.3435464	8.136652	8.426261	8.529838	7.8740315	7.9064994	7.5307317	7.4442496	8.520834	7.8041534	8.31895	8.078664	8.50226	7.376902	8.494042	7.851935	8.317225	7.1427703	8.322876	7.0361934	7.073623	7.3350472	7.691717	8.079007	7.101546	8.000451	8.691606	8.452479	8.841228	7.841556	8.2205305	8.604365	8.743033	8.205844	8.822038	9.165376	7.9251003	8.573378	7.4135265	8.238868	9.219274	8.164133	8.307194	8.637295	7.110199	8.675594
DNM1L_8487	2.0518599	3.097608	2.1619017	1.5853512	2.2602103	1.9685107	2.2245977	2.7958763	3.535067	1.823375	1.4871172	2.0718052	2.6721666	2.1835182	3.2605107	2.109709	1.3803144	2.2295449	2.375796	3.7548423	2.3986237	2.1116846	2.3827975	2.6873035	2.7541187	2.091197	2.765496	2.4159133	1.4443876	2.482375	3.379998	1.2719984	2.3879235	2.597612	2.5470278	2.1691005	1.6862907	3.3179228	3.1395056	2.9792266	3.3909214	2.7791781	2.99374	3.0207527	1.7753943	2.7807593	3.122376	2.4290519	1.1924393	2.8118143	3.1696014
DNMT1_8488	4.8103943	3.8933594	2.1619017	3.5448534	2.2602103	4.8565345	2.0220141	4.235235	4.274977	2.9263053	2.2036915	4.80295	4.861135	3.4488056	4.705393	2.3960178	2.2451668	1.7907331	4.375311	4.5724864	4.05898	3.574707	4.3413258	4.8179007	4.8939457	5.1786733	4.4343996	4.5926595	2.8983095	5.049507	4.031601	3.1345942	3.1313257	3.1603029	4.532649	1.5842559	3.0694053	3.2220936	4.4908013	3.9926662	3.7027097	3.9935026	3.772339	4.67707	2.5476058	3.671778	3.9794827	4.26847	3.2257414	3.846141	4.1384206
DNMT3A_8489	3.548161	3.2957203	2.8589911	2.5029805	2.2602103	4.114065	3.512115	3.2206914	3.6203768	3.189834	3.324294	3.1193392	3.3996527	3.781712	3.531564	1.275699	2.5384767	2.4073083	3.2296562	3.831355	3.3587008	2.3981004	3.410797	3.3317733	3.9713368	3.340682	4.041434	3.651246	2.6239645	3.437199	3.987233	2.1818647	3.4435291	3.3762684	2.5470278	2.4585645	3.4077	3.3179228	3.7408574	3.0805616	2.992627	3.840832	2.2628205	3.504673	2.6898494	2.911615	3.3209047	4.0942173	3.2257414	3.174549	2.5660443
DPP4_33201	9.516141	9.881845	9.043893	9.1511755	9.328966	9.011595	9.296018	9.525388	9.607091	9.198513	8.880214	9.806697	9.711025	9.344305	9.777763	8.958434	9.175351	9.418357	9.613558	9.887665	9.384352	9.286739	9.081575	9.908466	9.330824	9.547713	9.541697	9.493597	9.090074	9.713083	9.189749	9.231083	9.168465	9.608404	9.257559	8.973356	9.151981	9.24009	9.665636	9.412634	9.187461	9.288439	9.572683	9.379409	9.300253	9.373403	9.396997	9.473103	9.221049	9.271198	9.829237
DPP7_8492	3.9517226	4.4455914	3.2234385	4.346329	2.6569214	3.1950624	3.0613632	4.280068	4.8348827	3.927788	3.324294	4.3830523	4.329629	4.728286	4.332506	3.100898	3.334152	3.4382432	3.9417143	4.9265103	4.388235	3.51607	3.949819	4.96478	4.238611	3.8118882	3.7958171	4.0790167	3.3273613	3.7499197	4.3445973	3.6228914	3.1313257	4.1376824	4.532649	3.320974	3.911607	3.8538375	4.4047375	4.1408014	4.492514	4.086987	3.7038848	4.30452	3.6450963	3.812416	4.6672864	3.8959892	3.7236884	3.629271	4.370676
DPYD_8493	7.312423	7.4810696	5.804923	6.5293565	6.372904	7.4043612	6.9479017	6.9616942	7.086109	6.6146054	6.8686485	7.479849	7.2257056	7.120615	7.243521	6.4148498	6.746165	6.4136586	7.7421594	7.569584	7.4255934	6.8441806	6.1095643	7.8725953	7.2985654	6.8224616	7.380392	6.87189	5.7646236	6.5045724	6.196016	6.030791	7.4064665	6.5114245	7.482644	5.793375	6.1843686	6.772258	6.984664	7.010758	7.7039814	6.5345163	6.4237595	7.269739	6.782005	6.53911	6.4964423	6.540605	6.2516284	6.380178	7.308327
DPYS_8494	9.014048	8.601582	8.462193	8.556449	8.675498	9.037423	8.446202	8.768645	8.487889	8.082992	7.892882	9.2090645	9.261201	8.523614	9.400395	8.282101	8.078664	8.807638	9.152473	9.064853	8.918413	8.418748	8.940164	8.604111	9.1002	9.028211	8.737972	9.019533	8.525656	8.924915	8.337358	8.178175	8.760145	8.903442	8.713163	8.275068	8.19512	9.04385	8.485463	8.858164	8.766975	8.686696	8.191201	8.87851	8.197783	8.943401	8.471412	8.726081	8.443171	8.73877	8.673422
DPYSL2_8495	5.128505	5.4950523	4.701566	5.3813906	4.5226555	4.766741	4.7723575	5.148863	5.438569	4.928529	3.8604286	4.9891205	5.225846	4.9092603	5.4994187	4.597668	4.13479	5.0701213	4.640628	5.651426	4.6561337	4.834144	3.949819	5.983454	4.4216714	4.724427	4.875518	4.992671	4.1171956	4.9611974	4.917564	4.9072104	4.760747	4.6334615	5.3379383	4.522548	5.1298456	5.5976768	5.521059	5.441663	5.8564644	5.4827843	5.137241	5.087121	4.724913	5.679182	5.693367	5.14373	5.0502715	4.201315	5.461596
DRAM2_33198	9.224453	9.640151	9.402049	9.553251	9.491252	9.421445	9.412075	9.190215	9.430852	8.7888565	8.732073	9.3894415	9.01538	9.684544	9.413026	9.359975	8.872259	9.654644	9.203169	9.784393	9.211427	9.339477	8.814578	9.379425	9.1235075	9.268377	9.241911	9.345454	9.340459	9.049712	9.040329	9.318404	9.524171	9.429678	9.574112	9.149959	9.453759	9.564597	9.492605	9.513485	9.816828	9.387082	9.629148	9.083363	9.510183	9.883342	9.437656	9.62772	9.357344	9.070383	9.670565
DRAP1_8496	3.6955848	3.2957203	1.6252826	3.0594068	3.628988	3.4470994	1.7862632	1.9899611	3.243922	2.0168164	1.8894439	3.0088224	3.6939778	3.62484	3.531564	2.6348078	2.9904869	2.4073083	3.4029472	2.6198554	2.889376	2.1116846	2.5404441	2.9355001	3.6430259	3.5154157	3.2292056	3.410996	2.284903	3.8185487	2.7956865	3.013425	3.2430704	2.204507	3.3214288	1.8065978	2.9363732	3.119443	3.0287817	2.1514747	2.5996156	3.2525284	2.8742359	3.0207527	2.3897877	4.0582333	3.3209047	3.3925493	2.6186037	3.0634718	2.4077895
DSG2_8499	7.5634236	6.9227896	5.5927734	6.465462	6.4624467	7.2305326	6.299432	6.2573028	6.557812	5.708448	5.540179	7.713619	7.581	5.9690404	7.583546	5.3163295	5.553356	5.847442	7.2690554	7.1514907	7.098283	6.5978613	6.683325	7.5531344	7.144328	7.200589	7.1833973	7.136827	5.798485	7.1152515	6.378858	5.678946	6.088288	6.3674974	6.496228	5.685461	6.6450567	6.493165	7.558369	6.261944	6.5448537	7.010726	5.708474	7.299666	6.130612	6.728547	7.5241103	6.6910577	6.3571906	6.6050606	6.679661
DTX3L_8500	4.564018	5.5734925	4.25325	5.0155153	5.607677	5.5376925	5.660962	5.1964164	5.7348247	4.7494607	4.8997808	5.635252	5.553862	5.0078626	5.1157255	5.153059	4.55124	5.4610167	5.611416	5.4718666	5.765866	5.3527403	4.9311295	4.754689	4.730073	5.098552	5.4006453	5.322979	5.0377	5.1327214	5.308648	4.646986	5.46094	4.900788	5.386482	5.1887937	5.4798193	5.842908	5.4795613	6.272691	5.8564644	5.8983564	4.572631	5.9345584	5.610596	5.6606936	6.096912	5.14373	5.1051793	5.518157	5.8633523
DUSP11_8501	5.048467	5.3240876	4.1440635	5.358121	4.5694714	5.846107	4.804324	5.0226336	5.6762624	5.151027	4.4421306	5.073909	5.5900784	4.874836	5.2216306	4.968925	4.764815	5.1219983	5.2293878	5.4232535	5.249167	5.0561686	5.671957	5.2886386	5.53396	4.892242	5.4006453	5.969834	4.4078493	5.2615604	5.176577	5.005808	4.722696	4.8654995	5.5011415	4.553574	5.3019614	5.5589757	4.921047	5.074966	5.560223	5.394112	4.7528453	5.361342	4.7575912	5.6606936	5.1311197	5.1732535	4.871772	5.5390677	5.044041
DUSP14_8502	2.0518599	2.257008	1.2570211	2.8078547	1.3312725	1.4584783	2.4022055	2.1911569	2.1797314	1.0112327	1.70226	1.5471903	2.8013556	3.352018	2.1047523	2.109709	1.6496927	2.0267587	2.5332706	1.3048255	1.9443585	2.3981004	1.488839	2.5451083	3.0042105	1.5639434	2.765496	1.769436	1.6561947	0.7272255	2.7956865	2.3909085	2.1789894	1.2890483	1.6211139	1.5842559	1.6862907	2.8892338	2.4743395	1.7203709	2.4405787	2.0700042	1.8208362	2.2872965	2.2125611	3.142335	2.279205	1.6747757	0.7160639	0.0	2.027206
DUSP3_8504	4.2187696	4.403265	4.622362	5.102104	4.4742694	4.0135446	4.2756796	5.242452	4.938183	3.7211092	4.381014	4.7351427	4.861135	5.0392876	4.2347074	4.174241	4.413313	4.326557	4.4163337	4.5272	4.4364834	4.8813667	4.3413258	5.0980773	4.7643704	4.5745316	4.810742	4.676601	3.706012	4.899171	4.5415487	4.7643	4.6021237	4.935233	4.770701	4.168924	4.8990626	5.6901174	4.921047	5.2806215	5.4392233	4.6738243	4.786336	5.0311365	3.7133195	5.2551312	4.630346	4.03112	4.704046	4.1478653	5.1478295
DUSP6_8506	4.777671	5.515066	4.916016	4.0302944	5.195023	4.637601	5.037367	3.6199527	4.938183	4.4476104	4.4118958	5.478198	4.602095	5.395548	5.1157255	4.4800982	4.6771235	2.7081409	5.1342363	5.210552	5.1073456	3.574707	5.688898	4.848497	4.0289	5.5837183	5.3559427	5.4072967	3.4460533	4.006783	3.6313283	4.427398	3.7000437	3.6495402	4.4436893	3.3913584	3.8389206	3.916409	5.2271647	4.8350415	4.6822133	5.4479666	4.9130273	4.30452	5.126247	5.395919	5.693367	4.4722323	4.430701	5.134336	4.989206
DYNLL1_32638	3.1985953	3.7655318	3.111882	3.6250265	3.1011837	3.522194	2.5603254	3.023864	3.7009227	2.6036353	2.5750768	3.1193392	3.1312993	3.923187	3.68756	3.0189555	3.0843768	3.066902	3.1345234	3.9731874	3.5462768	2.636965	2.8119028	3.5707264	3.5673409	3.595438	3.0159018	2.1285868	3.1287267	3.437199	3.1578226	3.9870539	2.8779507	3.1603029	3.5936723	2.905972	3.911607	4.589258	3.5930324	3.8847218	5.418032	3.4763536	3.772339	3.504673	2.93812	4.3162427	4.2468505	2.2186248	3.321599	2.3260906	3.4387813
DYNLT3_8507	6.040364	6.259269	6.545909	6.6396165	5.891794	4.114065	5.393147	5.799337	6.814677	4.721964	5.51195	5.6719823	4.7693586	6.573392	6.149468	6.14235	5.553356	6.126754	4.8041124	6.7981853	6.243697	5.598619	5.1178517	6.292493	5.4936395	5.5030246	5.333061	5.214828	5.885079	6.0129905	5.8934965	6.7526064	6.3848042	6.837034	5.8342905	6.0864186	6.169625	6.1980834	6.3867993	6.5450764	6.8985314	6.320226	6.2783375	4.439678	6.32847	6.4875917	5.3285275	6.1531224	5.5432262	4.79509	6.873793
EAPP_8512	7.142919	7.2557807	7.265867	7.378513	7.2321825	7.285454	6.866968	7.1606193	7.68496	6.250901	6.0227346	7.123275	7.2765946	7.5818925	7.2684484	6.945091	6.4524565	7.2679963	7.18846	7.495101	7.090765	7.028528	6.8879027	7.1907687	7.4002194	7.3694243	7.0703444	7.3773975	6.91973	7.0382056	7.1209016	7.1971254	7.129463	7.537525	7.226787	6.657162	7.4972997	7.4954195	6.828151	7.411696	8.158334	7.130841	7.3156357	7.0408263	7.0885215	7.6532407	7.044826	6.845744	7.3426633	6.5546093	7.2098417
EBNA1BP2_8513	5.276378	5.6836934	5.989838	5.7465267	5.9100986	5.36486	5.7291603	6.0911317	5.931252	5.9408746	5.723678	5.61653	5.625408	5.7773542	6.037915	5.8541565	6.192713	5.768263	5.8695235	6.0539575	5.8394847	5.58442	5.2606664	5.515315	5.837617	5.439397	5.9593134	6.2960253	5.2153263	5.685655	5.714556	5.658884	5.995594	5.8586	6.0901766	5.8318486	5.638138	6.8860683	5.7301364	6.453587	6.7021446	5.067034	5.9042187	5.5721884	6.167558	6.950264	5.829964	5.929169	5.9404783	5.4088006	6.008286
ECD_8515	3.548161	4.565594	2.9909706	3.6250265	3.628988	3.4470994	3.587535	3.4732275	3.4443936	3.5440083	3.0379322	3.7883198	3.9383125	3.0152833	3.7596574	3.513724	3.6114979	2.7081409	3.9968476	3.9731874	4.2866096	3.391122	3.4902585	3.897724	4.0289	3.743284	4.251255	4.1974163	2.9792736	4.1732683	3.9414568	3.2463703	3.1313257	2.204507	3.2179284	3.5839908	3.5048723	3.3179228	3.9976015	4.0930934	3.9589443	4.1315517	3.104098	4.206825	3.4186301	4.000593	3.8569224	4.2126923	3.5760143	3.7052414	3.6655471
ECH1_8516	7.534335	7.170022	7.366515	7.378513	7.726273	7.185039	7.0580673	7.0993967	7.187435	7.29836	6.5456324	6.6112394	6.350636	7.6848345	7.0841765	7.344639	7.2653174	7.65451	6.3222094	7.1810308	6.790168	6.801853	7.034275	7.299962	6.8003645	6.455212	7.013913	8.913965	7.481735	6.4623003	6.5022273	7.265057	7.221019	7.29385	6.7210755	6.929686	7.577677	8.725666	6.939467	9.7777	9.624412	6.853328	7.017283	6.6803727	7.5561314	10.263186	6.93551	6.993737	7.1406493	6.682283	7.4316983
ECHDC2_8517	8.703745	8.438249	8.331338	8.2342005	8.490217	8.805324	8.170772	8.328271	8.015362	8.03352	7.8199205	8.519286	8.617263	8.492733	8.689979	8.025686	7.789076	8.805657	8.499677	8.424735	8.360174	7.98296	8.587244	8.404937	8.682679	8.681532	8.181631	8.853634	8.210587	8.414389	8.102771	8.16401	8.3901205	8.425724	8.221963	7.8876877	8.213206	8.727848	7.9900823	8.544571	8.628546	8.109066	8.194324	8.3447275	8.339435	8.5094595	7.9708214	8.400642	8.234282	8.643021	7.129714
ECHDC3_8518	7.6919155	7.2438374	6.6393948	6.3986073	6.952052	7.735474	6.990206	6.7469444	6.631588	6.673209	6.459569	7.4431314	7.4736257	6.828513	7.1858096	6.1992645	6.836636	6.857989	7.486905	6.709745	6.989292	6.838209	7.354	6.929708	7.338953	7.671259	7.323485	7.926985	6.599498	7.181893	6.8813105	6.0919228	7.0081677	6.556377	6.812738	6.545846	6.310691	7.5408134	6.6337767	7.162926	7.2010813	6.931024	6.2182565	7.1234674	6.3065524	7.129015	6.576304	7.1724896	6.3458357	7.41173	6.5049934
ECHS1_8519	11.264945	11.421078	10.995937	11.054282	11.279243	11.189818	10.9476795	11.048786	11.149261	10.76088	10.531081	11.413136	11.51862	10.990927	11.427089	10.7770195	10.599302	11.428411	11.467806	11.37027	11.328231	11.022416	10.987582	11.282627	11.302038	11.173144	11.188475	11.164004	11.027509	11.351479	11.027359	10.84084	11.298543	11.049073	11.292475	10.819518	10.954301	11.063993	10.913874	10.967118	10.89867	11.228594	11.005471	11.171928	11.19161	10.726332	10.993318	11.335389	10.979009	11.207119	11.17365
ECI1_8520	7.5919375	6.294434	5.925305	6.163805	5.9982896	7.4043612	5.9595404	5.452878	6.4570527	7.3214455	6.6136265	5.4987903	5.4194264	6.605238	6.72764	6.3659706	6.3522105	6.075051	5.9274297	6.101078	6.2969375	5.44992	7.5146546	6.2241354	6.3250384	5.622433	7.006702	9.427496	5.905939	6.2917395	5.3265657	6.030791	5.506442	5.7659516	5.6870337	5.6571727	5.8927493	8.447067	6.156032	9.684197	9.59048	5.5663204	5.934408	6.3551326	5.714121	10.191745	5.481552	6.1969023	6.2757635	6.9398327	6.2490277
ECI2_8521	7.9038653	7.9865785	7.8778543	7.6323633	8.291615	7.981501	8.288456	8.1066265	8.099483	8.013813	8.254103	7.5004177	7.521295	8.051361	7.7956047	8.167924	8.177844	8.467591	7.5389132	8.061601	7.5945854	7.5212674	8.022092	7.891084	7.6221704	7.397599	7.899614	8.04749	8.172358	7.387887	7.7211514	7.774152	7.945877	7.9742794	7.982441	7.8815875	7.4734874	8.423024	7.9335775	8.798061	8.557647	7.684596	7.939114	7.3231683	7.8530912	8.545176	7.498715	7.9963484	8.125603	7.68934	7.848501
ECI3_8522	8.967654	8.703208	8.24804	8.559002	8.446993	8.943217	8.279955	8.234571	8.791302	8.154157	7.7581716	8.83487	8.8993025	8.504039	9.143414	7.9938674	8.072949	8.048896	9.107779	8.964377	8.837624	8.264767	9.0589485	8.996186	8.769671	8.866268	8.855031	9.593257	7.8289213	8.936542	8.081824	8.153295	8.286334	8.134794	8.659854	7.8846407	8.180487	8.365315	8.586652	8.725601	9.044401	8.606086	8.336758	8.651334	8.185827	9.16127	8.492149	8.649374	8.246546	8.731975	8.483143
EDEM1_8524	5.3671594	5.534806	5.3925066	5.3104234	6.0487275	5.846107	5.745718	5.601584	5.5730453	5.4648113	5.1764827	5.7078004	5.758662	5.0392876	6.0233445	4.653045	5.8625164	6.126754	5.778058	5.586682	5.5850525	5.9592814	6.464676	6.247283	6.0747385	5.2545776	5.3559427	6.2419434	4.9399505	5.159426	5.2346654	4.3791647	5.8619423	5.2948856	6.1047573	4.9989734	5.8927493	6.3071914	5.912714	6.696421	5.9181404	5.319029	5.7258396	5.5916724	4.724913	5.5645204	5.998881	5.83994	5.657853	5.619805	5.7191634
EED_8526	2.736285	2.987318	1.6252826	2.1159258	2.472159	2.8894746	2.0220141	2.6667733	3.9844897	1.0112327	2.2036915	4.0892115	3.6258323	3.539506	4.2844353	2.2599542	2.5384767	2.2295449	4.375311	2.7828603	3.9301062	2.7430372	3.8327506	3.1471999	3.9713368	4.00006	3.65531	4.271274	1.4443876	4.1198797	2.7956865	2.1818647	2.1789894	2.9062183	3.5936723	1.3212922	2.4426951	3.49237	3.6688373	3.5018787	2.992627	3.0813484	2.99374	3.7323904	2.0104735	3.671778	3.3209047	3.4896183	2.075009	3.9117455	2.9574547
EEF1E1_8529	3.8918242	3.3854282	3.5993342	3.8418446	2.8206856	3.522194	2.7028143	3.688074	3.535067	3.4797902	2.6802902	3.9162993	3.554308	3.2482674	3.531564	3.252017	3.0843768	3.7985182	2.8044732	3.400333	3.7885811	2.9343114	4.252953	3.7105362	3.4029047	3.340682	3.9238462	3.474912	2.8125298	3.1481903	3.379998	3.6228914	3.7763257	3.8792007	4.080398	2.4585645	4.170472	3.719913	3.1395056	4.0930934	3.1029732	3.5438585	2.99374	3.5846395	2.5476058	2.911615	3.4107835	3.0546732	3.7236884	3.4641607	2.9574547
EFCAB14_32678	2.736285	2.987318	0.76129264	0.7371988	0.8140356	2.5012665	2.2245977	2.1911569	1.2703954	2.8265579	1.2341714	1.5471903	1.4809296	0.77274704	2.3107724	1.275699	1.3803144	2.4073083	1.483266	2.4360592	2.1892972	1.7539579	2.2057867	1.4924659	2.884577	2.2966683	2.282898	1.769436	2.1515164	1.2084577	1.9897953	1.9373132	2.7323515	1.2890483	2.853671	1.3212922	1.6862907	2.0718946	1.8496284	2.4829574	1.8199238	2.6625395	1.5358759	2.4668374	2.0104735	2.0916321	2.8921008	2.4290519	1.5499562	2.1194797	2.027206
EGF_8530	3.9517226	2.594546	2.552146	3.4599617	2.2602103	4.3384256	2.7028143	2.914369	3.0110276	2.9263053	2.5750768	3.4076753	4.0465326	3.352018	4.2347074	2.7408507	3.2556021	3.066902	4.1011696	3.6740434	3.0217755	2.3981004	4.464495	3.1471999	4.1889715	4.724427	3.1264923	3.9500241	2.004529	3.52196	3.379998	1.6426728	3.0101936	1.9587818	3.6740885	2.3210802	3.303507	3.49237	3.9976015	2.9792266	2.7428484	3.331059	2.8742359	3.2341504	2.93812	3.5959594	3.5753076	3.0546732	2.4591324	3.9117455	3.1696014
EGR1_8533	2.736285	3.200062	3.2234385	4.0302944	2.8206856	3.2840576	2.7028143	3.023864	1.640813	2.1873605	3.324294	3.7198045	4.5293536	3.9890406	3.446748	2.5203478	2.2451668	1.7907331	3.318902	2.9293032	2.889376	3.391122	3.5655706	4.3889227	3.2172866	3.5154157	2.621851	3.273985	1.6561947	1.8567106	3.6878698	3.013425	2.3879235	2.204507	3.4179986	2.9990726	4.2285304	4.0339556	3.3383183	2.1514747	3.3011763	3.331059	1.1804214	4.350994	4.691478	2.476957	4.386319	3.0546732	2.8927681	1.8782536	3.5183966
EHHADH_8534	6.796027	5.515066	4.1996894	5.073815	4.6148157	8.743899	5.5709143	5.413177	5.46187	7.40595	6.414532	5.6537337	5.497773	5.100155	6.0666227	4.732318	5.3415184	5.4407325	5.9831014	5.4718666	5.784626	5.284115	8.524926	5.552959	6.128393	5.867745	5.8507323	10.639278	4.378299	5.2366967	5.601367	4.0500264	4.9036446	5.0653367	4.7336545	3.9990063	5.0675874	9.215417	5.782265	9.837735	9.804632	5.1774263	4.4937305	5.823583	4.214827	9.493182	5.7802434	5.704953	5.3292794	8.548219	5.122574
